2.6468e-09	2.403e-09	2.194e-09	2.0199e-09	1.8806e-09	1.8109e-09	1.7413e-09	1.6716e-09	1.6542e-09	1.602e-09	1.5149e-09	1.4453e-09	1.3756e-09	1.2886e-09	1.2189e-09	1.1841e-09	1.1667e-09	1.2363e-09	1.306e-09	1.4453e-09	1.5846e-09	1.7761e-09	1.9328e-09	2.0896e-09	2.2637e-09	2.3856e-09	2.4726e-09	2.5249e-09	2.5423e-09	2.5075e-09	2.49e-09	2.4552e-09	2.4378e-09	2.4204e-09	2.4204e-09	2.4204e-09	2.3856e-09	2.3682e-09	2.3507e-09	2.3856e-09	2.403e-09	2.4552e-09	2.5075e-09	2.5771e-09	2.6468e-09	2.699e-09	2.8383e-09	2.908e-09	2.995e-09	2.9776e-09	2.9254e-09	2.8209e-09	2.699e-09	2.5771e-09	2.5075e-09	2.4552e-09	2.4552e-09	2.4726e-09	2.49e-09	2.4726e-09	2.4204e-09	2.3682e-09	2.2985e-09	2.4726e-09	2.5075e-09	2.5771e-09	2.6642e-09	2.7338e-09	2.8209e-09	2.8557e-09	2.8035e-09	2.6642e-09	2.4726e-09	2.2637e-09	2.0373e-09	1.8109e-09	1.602e-09	1.4453e-09	1.2886e-09	1.2015e-09	1.1144e-09	7.4876e-10	9.9254e-10	9.5771e-10	9.403e-10	9.2289e-10	9.0547e-10	8.8806e-10	8.8806e-10	8.8806e-10	9.0547e-10	9.403e-10	9.9254e-10	9.403e-10	1.1144e-09	1.2189e-09	1.3408e-09	1.4627e-09	1.5846e-09	1.6716e-09	1.7413e-09
2.5075e-09	2.2985e-09	2.0896e-09	1.898e-09	1.7935e-09	1.6891e-09	1.6194e-09	1.5672e-09	1.5149e-09	1.4975e-09	1.4975e-09	1.4104e-09	1.3408e-09	1.2711e-09	1.1841e-09	1.1493e-09	1.1318e-09	1.1841e-09	1.2711e-09	1.393e-09	1.5149e-09	1.6368e-09	1.7065e-09	1.7587e-09	1.8284e-09	1.9154e-09	2.0547e-09	2.194e-09	2.2811e-09	2.2985e-09	2.2811e-09	2.2637e-09	2.2289e-09	2.2289e-09	2.2114e-09	2.1766e-09	2.1244e-09	2.0721e-09	2.0199e-09	2.0373e-09	2.0721e-09	2.1244e-09	2.194e-09	2.2463e-09	2.3159e-09	2.3856e-09	2.4726e-09	2.5597e-09	2.6468e-09	2.6119e-09	2.5945e-09	2.5075e-09	2.403e-09	2.3159e-09	2.2463e-09	2.194e-09	2.1766e-09	2.1766e-09	2.1418e-09	2.1418e-09	2.0896e-09	2.0547e-09	2.0025e-09	2.2463e-09	2.2637e-09	2.3159e-09	2.3856e-09	2.49e-09	2.5771e-09	2.5945e-09	2.5597e-09	2.4552e-09	2.3159e-09	2.1244e-09	1.9328e-09	1.7065e-09	1.5149e-09	1.3408e-09	1.1841e-09	1.0622e-09	9.7512e-10	8.8806e-10	8.3582e-10	8.1841e-10	8.01e-10	7.8358e-10	7.8358e-10	7.8358e-10	8.01e-10	8.01e-10	8.1841e-10	8.5323e-10	8.8806e-10	9.403e-10	9.9254e-10	1.0796e-09	1.1841e-09	1.2886e-09	1.3756e-09	1.4627e-09	1.4801e-09
1.9851e-09	1.8632e-09	1.7239e-09	1.5672e-09	1.4453e-09	1.3582e-09	1.2711e-09	1.2015e-09	1.1667e-09	1.1667e-09	1.2015e-09	1.1841e-09	1.1493e-09	1.1318e-09	1.0622e-09	1.0274e-09	1.0448e-09	1.0796e-09	1.1318e-09	1.2189e-09	1.306e-09	1.2886e-09	1.2189e-09	1.1493e-09	1.1493e-09	1.2189e-09	1.3582e-09	1.5149e-09	1.6716e-09	1.7413e-09	1.7413e-09	1.7413e-09	1.7065e-09	1.7413e-09	1.8109e-09	1.8284e-09	1.7935e-09	1.7065e-09	1.6368e-09	1.5846e-09	1.5323e-09	1.5149e-09	1.5149e-09	1.5149e-09	1.5323e-09	1.5672e-09	1.6368e-09	1.7413e-09	1.8632e-09	1.9502e-09	1.9677e-09	1.9328e-09	1.8806e-09	1.8284e-09	1.7935e-09	1.7065e-09	1.6716e-09	1.602e-09	1.4975e-09	1.4104e-09	1.3234e-09	1.2711e-09	1.2711e-09	1.6891e-09	1.6716e-09	1.6716e-09	1.7239e-09	1.7761e-09	1.8458e-09	1.8632e-09	1.8284e-09	1.7587e-09	1.6716e-09	1.5672e-09	1.4279e-09	1.2886e-09	1.1493e-09	1.01e-09	8.7065e-10	7.8358e-10	7.1393e-10	6.4428e-10	6.0945e-10	5.7463e-10	5.7463e-10	5.5721e-10	5.5721e-10	5.7463e-10	5.7463e-10	5.9204e-10	6.0945e-10	6.2687e-10	6.6169e-10	7.1393e-10	7.6617e-10	8.3582e-10	9.0547e-10	9.9254e-10	1.0448e-09	1.097e-09	1.1667e-09
1.5846e-09	1.5149e-09	1.4453e-09	1.3408e-09	1.2363e-09	1.1318e-09	1.0448e-09	9.403e-10	8.8806e-10	8.8806e-10	8.8806e-10	9.403e-10	9.403e-10	9.5771e-10	9.5771e-10	9.2289e-10	9.2289e-10	9.5771e-10	1.0274e-09	1.0796e-09	1.0796e-09	9.7512e-10	8.7065e-10	8.1841e-10	8.1841e-10	8.7065e-10	9.9254e-10	1.1144e-09	1.2363e-09	1.2886e-09	1.2711e-09	1.2363e-09	1.2711e-09	1.3756e-09	1.5323e-09	1.602e-09	1.5672e-09	1.4453e-09	1.3408e-09	1.2537e-09	1.1667e-09	1.0796e-09	1.01e-09	9.403e-10	8.8806e-10	8.7065e-10	8.8806e-10	9.7512e-10	1.1144e-09	1.2537e-09	1.3582e-09	1.3756e-09	1.3582e-09	1.3234e-09	1.2711e-09	1.2189e-09	1.1667e-09	1.1144e-09	1.0448e-09	9.7512e-10	9.2289e-10	8.7065e-10	8.5323e-10	1.1841e-09	1.1318e-09	1.097e-09	1.1318e-09	1.1318e-09	1.1841e-09	1.1667e-09	1.1144e-09	1.0448e-09	1.01e-09	9.7512e-10	9.5771e-10	9.0547e-10	8.5323e-10	7.8358e-10	6.791e-10	6.2687e-10	5.7463e-10	5.0498e-10	4.8756e-10	4.8756e-10	4.5274e-10	4.5274e-10	4.1791e-10	4.1791e-10	4.1791e-10	4.1791e-10	4.1791e-10	4.3532e-10	4.7015e-10	5.0498e-10	5.7463e-10	6.2687e-10	7.3134e-10	7.8358e-10	8.5323e-10	9.2289e-10	9.7512e-10
1.2886e-09	1.2886e-09	1.2711e-09	1.2015e-09	1.1144e-09	1.0274e-09	9.5771e-10	8.5323e-10	7.8358e-10	7.3134e-10	6.9652e-10	6.9652e-10	7.4876e-10	7.8358e-10	8.01e-10	8.3582e-10	8.5323e-10	8.7065e-10	9.0547e-10	9.403e-10	9.0547e-10	7.8358e-10	6.791e-10	6.4428e-10	6.6169e-10	6.9652e-10	8.01e-10	8.7065e-10	9.5771e-10	9.403e-10	9.0547e-10	8.5323e-10	9.0547e-10	1.0622e-09	1.2711e-09	1.3756e-09	1.306e-09	1.1841e-09	1.0448e-09	9.403e-10	8.3582e-10	7.3134e-10	6.2687e-10	5.2239e-10	4.5274e-10	4.005e-10	4.005e-10	4.3532e-10	5.2239e-10	6.2687e-10	7.1393e-10	7.6617e-10	7.3134e-10	6.9652e-10	6.791e-10	6.6169e-10	6.4428e-10	6.791e-10	6.9652e-10	7.1393e-10	7.1393e-10	6.9652e-10	6.4428e-10	6.9652e-10	6.4428e-10	6.4428e-10	6.6169e-10	6.9652e-10	7.1393e-10	7.1393e-10	6.6169e-10	6.2687e-10	5.9204e-10	5.9204e-10	6.0945e-10	6.2687e-10	6.2687e-10	6.0945e-10	5.398e-10	5.0498e-10	4.7015e-10	4.3532e-10	4.1791e-10	4.005e-10	3.6567e-10	3.4826e-10	3.3085e-10	3.1343e-10	2.9602e-10	2.7861e-10	2.7861e-10	2.7861e-10	2.9602e-10	3.3085e-10	3.6567e-10	4.3532e-10	5.0498e-10	6.0945e-10	6.791e-10	7.1393e-10	7.4876e-10
9.7512e-10	1.0448e-09	1.0622e-09	1.0448e-09	1.01e-09	9.403e-10	8.7065e-10	8.01e-10	7.1393e-10	6.4428e-10	6.0945e-10	5.5721e-10	5.9204e-10	6.4428e-10	6.791e-10	7.4876e-10	7.6617e-10	7.8358e-10	8.1841e-10	8.1841e-10	7.4876e-10	6.0945e-10	5.2239e-10	5.0498e-10	5.2239e-10	5.7463e-10	6.4428e-10	7.3134e-10	7.4876e-10	7.3134e-10	6.4428e-10	6.0945e-10	6.4428e-10	7.6617e-10	9.7512e-10	1.1144e-09	1.0622e-09	9.5771e-10	8.3582e-10	7.3134e-10	6.2687e-10	5.398e-10	4.3532e-10	3.1343e-10	2.2637e-10	1.9154e-10	1.5672e-10	1.5672e-10	1.7413e-10	2.0896e-10	2.4378e-10	2.2637e-10	1.9154e-10	1.7413e-10	1.5672e-10	1.9154e-10	2.4378e-10	3.3085e-10	4.005e-10	4.7015e-10	4.8756e-10	4.8756e-10	4.5274e-10	3.3085e-10	2.9602e-10	3.3085e-10	3.6567e-10	4.005e-10	4.3532e-10	4.1791e-10	3.8308e-10	3.4826e-10	3.3085e-10	3.1343e-10	3.3085e-10	3.6567e-10	4.005e-10	4.005e-10	3.8308e-10	3.4826e-10	3.3085e-10	3.1343e-10	2.9602e-10	2.7861e-10	2.4378e-10	2.2637e-10	2.0896e-10	1.9154e-10	1.7413e-10	1.5672e-10	1.5672e-10	1.393e-10	1.393e-10	1.5672e-10	1.7413e-10	2.2637e-10	2.7861e-10	3.4826e-10	3.8308e-10	4.005e-10	4.005e-10
1.7413e-11	1.9154e-10	3.1343e-10	3.6567e-10	4.1791e-10	2.5849e-26	5.2239e-11	1.7413e-10	3.8308e-10	3.8308e-10	6.9652e-11	2.0896e-10	4.7015e-10	5.0498e-10	5.5721e-10	6.2687e-10	6.6169e-10	6.9652e-10	7.1393e-10	6.6169e-10	5.7463e-10	4.3532e-10	3.6567e-10	3.6567e-10	3.8308e-10	4.3532e-10	5.2239e-10	6.0945e-10	6.2687e-10	5.5721e-10	5.2239e-10	4.8756e-10	5.0498e-10	5.7463e-10	7.3134e-10	8.8806e-10	8.8806e-10	7.8358e-10	6.9652e-10	6.0945e-10	5.2239e-10	4.5274e-10	3.4826e-10	2.6119e-10	1.5672e-10	1.0448e-10	5.2239e-11	3.4826e-11	5.2239e-11	5.2239e-11	6.9652e-11	6.9652e-11	3.4826e-11	1.7413e-11	2.5849e-26	3.4826e-11	8.7065e-11	1.393e-10	2.0896e-10	2.4378e-10	2.6119e-10	2.6119e-10	2.2637e-10	2.0896e-10	2.0896e-10	2.2637e-10	2.4378e-10	2.6119e-10	2.6119e-10	2.2637e-10	1.9154e-10	1.5672e-10	1.393e-10	1.393e-10	1.393e-10	1.5672e-10	1.9154e-10	2.0896e-10	2.0896e-10	2.0896e-10	1.9154e-10	1.7413e-10	1.7413e-10	1.5672e-10	1.393e-10	1.2189e-10	1.0448e-10	8.7065e-11	8.7065e-11	6.9652e-11	6.9652e-11	6.9652e-11	5.2239e-11	5.2239e-11	6.9652e-11	8.7065e-11	1.2189e-10	1.5672e-10	1.9154e-10	1.9154e-10	1.7413e-10
5.0498e-10	5.0498e-10	5.7463e-10	6.4428e-10	6.791e-10	6.791e-10	6.4428e-10	5.9204e-10	5.0498e-10	4.8756e-10	4.7015e-10	4.1791e-10	4.1791e-10	4.1791e-10	4.3532e-10	4.8756e-10	5.398e-10	5.7463e-10	5.9204e-10	5.398e-10	4.1791e-10	2.9602e-10	2.6119e-10	2.6119e-10	2.9602e-10	3.4826e-10	4.3532e-10	5.2239e-10	5.398e-10	4.8756e-10	4.5274e-10	4.1791e-10	4.3532e-10	4.7015e-10	5.5721e-10	6.2687e-10	6.791e-10	6.0945e-10	5.398e-10	4.7015e-10	4.1791e-10	3.6567e-10	2.9602e-10	2.2637e-10	1.393e-10	5.2239e-11	3.4826e-11	2.5849e-26	1.7413e-11	5.2239e-11	8.7065e-11	1.393e-10	1.2189e-10	1.0448e-10	6.9652e-11	6.9652e-11	8.7065e-11	1.0448e-10	1.7413e-10	1.7413e-10	1.7413e-10	1.5672e-10	1.393e-10	1.2189e-10	2.0896e-10	2.0896e-10	2.0896e-10	1.9154e-10	1.5672e-10	1.2189e-10	8.7065e-11	6.9652e-11	5.2239e-11	5.2239e-11	5.2239e-11	5.2239e-11	6.9652e-11	8.7065e-11	1.0448e-10	1.0448e-10	8.7065e-11	8.7065e-11	6.9652e-11	6.9652e-11	6.9652e-11	5.2239e-11	5.2239e-11	3.4826e-11	3.4826e-11	3.4826e-11	3.4826e-11	1.7413e-11	1.7413e-11	2.5849e-26	2.5849e-26	3.4826e-11	5.2239e-11	6.9652e-11	8.7065e-11	1.0448e-10	1.0448e-10
4.1791e-10	3.4826e-10	3.4826e-10	4.005e-10	4.7015e-10	5.0498e-10	5.0498e-10	4.8756e-10	4.5274e-10	4.1791e-10	4.005e-10	3.4826e-10	3.3085e-10	3.3085e-10	3.4826e-10	3.6567e-10	4.005e-10	4.3532e-10	4.5274e-10	4.1791e-10	3.1343e-10	2.4378e-10	1.9154e-10	1.9154e-10	2.2637e-10	2.9602e-10	3.8308e-10	4.7015e-10	5.0498e-10	4.5274e-10	4.1791e-10	4.005e-10	3.6567e-10	3.6567e-10	3.8308e-10	4.1791e-10	4.3532e-10	4.005e-10	3.6567e-10	3.3085e-10	3.1343e-10	2.7861e-10	2.4378e-10	2.0896e-10	1.393e-10	6.9652e-11	3.4826e-11	3.4826e-11	5.2239e-11	6.9652e-11	1.0448e-10	1.2189e-10	1.0448e-10	5.2239e-11	5.2239e-11	6.9652e-11	8.7065e-11	1.2189e-10	1.393e-10	1.2189e-10	1.0448e-10	8.7065e-11	6.9652e-11	5.2239e-11	1.9154e-10	1.7413e-10	1.5672e-10	1.393e-10	1.0448e-10	6.9652e-11	5.2239e-11	3.4826e-11	3.4826e-11	1.7413e-11	1.7413e-11	2.5849e-26	3.4826e-11	1.7413e-11	5.2239e-11	5.2239e-11	5.2239e-11	3.4826e-11	3.4826e-11	3.4826e-11	3.4826e-11	3.4826e-11	3.4826e-11	1.7413e-11	2.5849e-26	2.5849e-26	2.5849e-26	2.5849e-26	2.5849e-26	2.5849e-26	2.5849e-26	1.7413e-11	1.7413e-11	1.7413e-11	3.4826e-11	6.9652e-11	6.9652e-11
3.4826e-10	2.9602e-10	2.2637e-10	2.2637e-10	2.9602e-10	3.4826e-10	3.6567e-10	3.6567e-10	3.4826e-10	3.3085e-10	3.3085e-10	2.7861e-10	2.6119e-10	2.6119e-10	2.4378e-10	2.6119e-10	2.7861e-10	2.9602e-10	3.1343e-10	3.1343e-10	2.7861e-10	2.4378e-10	2.0896e-10	2.0896e-10	2.0896e-10	2.6119e-10	3.4826e-10	4.5274e-10	4.8756e-10	4.7015e-10	4.3532e-10	3.8308e-10	3.3085e-10	3.1343e-10	2.7861e-10	2.6119e-10	2.4378e-10	2.4378e-10	2.2637e-10	2.0896e-10	2.0896e-10	1.9154e-10	1.9154e-10	1.7413e-10	1.5672e-10	1.2189e-10	6.9652e-11	6.9652e-11	6.9652e-11	6.9652e-11	6.9652e-11	5.2239e-11	3.4826e-11	1.7413e-11	3.4826e-11	3.4826e-11	5.2239e-11	1.0448e-10	1.0448e-10	1.0448e-10	8.7065e-11	6.9652e-11	5.2239e-11	1.7413e-11	1.5672e-10	1.393e-10	1.393e-10	1.0448e-10	8.7065e-11	6.9652e-11	5.2239e-11	3.4826e-11	3.4826e-11	3.4826e-11	1.7413e-11	2.5849e-26	1.7413e-11	1.7413e-11	1.7413e-11	3.4826e-11	3.4826e-11	3.4826e-11	3.4826e-11	3.4826e-11	3.4826e-11	3.4826e-11	3.4826e-11	1.7413e-11	1.7413e-11	2.5849e-26	1.7413e-11	2.5849e-26	2.5849e-26	2.5849e-26	2.5849e-26	3.4826e-11	1.7413e-11	1.7413e-11	1.7413e-11	1.7413e-11	5.2239e-11
